Date,Year,Month,Day,Quarter,Start of Quarter,Start of Month,Start of Week,Day Name,Season,Is_Weekend
12/15/2020,2020,12,15,4,10/1/2020,12/1/2020,12/13/2020,Tuesday,Winter,0
12/16/2020,2020,12,16,4,10/1/2020,12/1/2020,12/13/2020,Wednesday,Winter,0
12/17/2020,2020,12,17,4,10/1/2020,12/1/2020,12/13/2020,Thursday,Winter,0
12/18/2020,2020,12,18,4,10/1/2020,12/1/2020,12/13/2020,Friday,Winter,0
12/19/2020,2020,12,19,4,10/1/2020,12/1/2020,12/13/2020,Saturday,Winter,1
12/20/2020,2020,12,20,4,10/1/2020,12/1/2020,12/20/2020,Sunday,Winter,1
12/21/2020,2020,12,21,4,10/1/2020,12/1/2020,12/20/2020,Monday,Winter,0
12/22/2020,2020,12,22,4,10/1/2020,12/1/2020,12/20/2020,Tuesday,Winter,0
12/23/2020,2020,12,23,4,10/1/2020,12/1/2020,12/20/2020,Wednesday,Winter,0
12/24/2020,2020,12,24,4,10/1/2020,12/1/2020,12/20/2020,Thursday,Winter,0
12/25/2020,2020,12,25,4,10/1/2020,12/1/2020,12/20/2020,Friday,Winter,0
12/26/2020,2020,12,26,4,10/1/2020,12/1/2020,12/20/2020,Saturday,Winter,1
12/27/2020,2020,12,27,4,10/1/2020,12/1/2020,12/27/2020,Sunday,Winter,1
12/28/2020,2020,12,28,4,10/1/2020,12/1/2020,12/27/2020,Monday,Winter,0
12/29/2020,2020,12,29,4,10/1/2020,12/1/2020,12/27/2020,Tuesday,Winter,0
12/30/2020,2020,12,30,4,10/1/2020,12/1/2020,12/27/2020,Wednesday,Winter,0
12/31/2020,2020,12,31,4,10/1/2020,12/1/2020,12/27/2020,Thursday,Winter,0
1/1/2021,2021,1,1,4,1/1/2021,1/1/2021,12/27/2020,Friday,Winter,0
1/2/2021,2021,1,2,4,1/1/2021,1/1/2021,12/27/2020,Saturday,Winter,1
1/3/2021,2021,1,3,1,1/1/2021,1/1/2021,1/3/2021,Sunday,Winter,1
1/4/2021,2021,1,4,1,1/1/2021,1/1/2021,1/3/2021,Monday,Winter,0
1/5/2021,2021,1,5,1,1/1/2021,1/1/2021,1/3/2021,Tuesday,Winter,0
1/6/2021,2021,1,6,1,1/1/2021,1/1/2021,1/3/2021,Wednesday,Winter,0
1/7/2021,2021,1,7,1,1/1/2021,1/1/2021,1/3/2021,Thursday,Winter,0
1/8/2021,2021,1,8,1,1/1/2021,1/1/2021,1/3/2021,Friday,Winter,0
1/9/2021,2021,1,9,1,1/1/2021,1/1/2021,1/3/2021,Saturday,Winter,1
1/10/2021,2021,1,10,1,1/1/2021,1/1/2021,1/10/2021,Sunday,Winter,1
1/11/2021,2021,1,11,1,1/1/2021,1/1/2021,1/10/2021,Monday,Winter,0
1/12/2021,2021,1,12,1,1/1/2021,1/1/2021,1/10/2021,Tuesday,Winter,0
1/13/2021,2021,1,13,1,1/1/2021,1/1/2021,1/10/2021,Wednesday,Winter,0
1/14/2021,2021,1,14,1,1/1/2021,1/1/2021,1/10/2021,Thursday,Winter,0
1/15/2021,2021,1,15,1,1/1/2021,1/1/2021,1/10/2021,Friday,Winter,0
1/16/2021,2021,1,16,1,1/1/2021,1/1/2021,1/10/2021,Saturday,Winter,1
1/17/2021,2021,1,17,1,1/1/2021,1/1/2021,1/17/2021,Sunday,Winter,1
1/18/2021,2021,1,18,1,1/1/2021,1/1/2021,1/17/2021,Monday,Winter,0
1/19/2021,2021,1,19,1,1/1/2021,1/1/2021,1/17/2021,Tuesday,Winter,0
1/20/2021,2021,1,20,1,1/1/2021,1/1/2021,1/17/2021,Wednesday,Winter,0
1/21/2021,2021,1,21,1,1/1/2021,1/1/2021,1/17/2021,Thursday,Winter,0
1/22/2021,2021,1,22,1,1/1/2021,1/1/2021,1/17/2021,Friday,Winter,0
1/23/2021,2021,1,23,1,1/1/2021,1/1/2021,1/17/2021,Saturday,Winter,1
1/24/2021,2021,1,24,1,1/1/2021,1/1/2021,1/24/2021,Sunday,Winter,1
1/25/2021,2021,1,25,1,1/1/2021,1/1/2021,1/24/2021,Monday,Winter,0
1/26/2021,2021,1,26,1,1/1/2021,1/1/2021,1/24/2021,Tuesday,Winter,0
1/27/2021,2021,1,27,1,1/1/2021,1/1/2021,1/24/2021,Wednesday,Winter,0
1/28/2021,2021,1,28,1,1/1/2021,1/1/2021,1/24/2021,Thursday,Winter,0
1/29/2021,2021,1,29,1,1/1/2021,1/1/2021,1/24/2021,Friday,Winter,0
1/30/2021,2021,1,30,1,1/1/2021,1/1/2021,1/24/2021,Saturday,Winter,1
1/31/2021,2021,1,31,1,1/1/2021,1/1/2021,1/31/2021,Sunday,Winter,1
2/1/2021,2021,2,1,1,1/1/2021,2/1/2021,1/31/2021,Monday,Winter,0
2/2/2021,2021,2,2,1,1/1/2021,2/1/2021,1/31/2021,Tuesday,Winter,0
2/3/2021,2021,2,3,1,1/1/2021,2/1/2021,1/31/2021,Wednesday,Winter,0
2/4/2021,2021,2,4,1,1/1/2021,2/1/2021,1/31/2021,Thursday,Winter,0
2/5/2021,2021,2,5,1,1/1/2021,2/1/2021,1/31/2021,Friday,Winter,0
2/6/2021,2021,2,6,1,1/1/2021,2/1/2021,1/31/2021,Saturday,Winter,1
2/7/2021,2021,2,7,1,1/1/2021,2/1/2021,2/7/2021,Sunday,Winter,1
2/8/2021,2021,2,8,1,1/1/2021,2/1/2021,2/7/2021,Monday,Winter,0
2/9/2021,2021,2,9,1,1/1/2021,2/1/2021,2/7/2021,Tuesday,Winter,0
2/10/2021,2021,2,10,1,1/1/2021,2/1/2021,2/7/2021,Wednesday,Winter,0
2/11/2021,2021,2,11,1,1/1/2021,2/1/2021,2/7/2021,Thursday,Winter,0
2/12/2021,2021,2,12,1,1/1/2021,2/1/2021,2/7/2021,Friday,Winter,0
2/13/2021,2021,2,13,1,1/1/2021,2/1/2021,2/7/2021,Saturday,Winter,1
2/14/2021,2021,2,14,1,1/1/2021,2/1/2021,2/14/2021,Sunday,Winter,1
2/15/2021,2021,2,15,1,1/1/2021,2/1/2021,2/14/2021,Monday,Winter,0
2/16/2021,2021,2,16,1,1/1/2021,2/1/2021,2/14/2021,Tuesday,Winter,0
2/17/2021,2021,2,17,1,1/1/2021,2/1/2021,2/14/2021,Wednesday,Winter,0
2/18/2021,2021,2,18,1,1/1/2021,2/1/2021,2/14/2021,Thursday,Winter,0
2/19/2021,2021,2,19,1,1/1/2021,2/1/2021,2/14/2021,Friday,Winter,0
2/20/2021,2021,2,20,1,1/1/2021,2/1/2021,2/14/2021,Saturday,Winter,1
2/21/2021,2021,2,21,1,1/1/2021,2/1/2021,2/21/2021,Sunday,Winter,1
2/22/2021,2021,2,22,1,1/1/2021,2/1/2021,2/21/2021,Monday,Winter,0
2/23/2021,2021,2,23,1,1/1/2021,2/1/2021,2/21/2021,Tuesday,Winter,0
2/24/2021,2021,2,24,1,1/1/2021,2/1/2021,2/21/2021,Wednesday,Winter,0
2/25/2021,2021,2,25,1,1/1/2021,2/1/2021,2/21/2021,Thursday,Winter,0
2/26/2021,2021,2,26,1,1/1/2021,2/1/2021,2/21/2021,Friday,Winter,0
2/27/2021,2021,2,27,1,1/1/2021,2/1/2021,2/21/2021,Saturday,Winter,1
2/28/2021,2021,2,28,1,1/1/2021,2/1/2021,2/28/2021,Sunday,Winter,1
3/1/2021,2021,3,1,1,1/1/2021,3/1/2021,2/28/2021,Monday,Spring,0
3/2/2021,2021,3,2,1,1/1/2021,3/1/2021,2/28/2021,Tuesday,Spring,0
3/3/2021,2021,3,3,1,1/1/2021,3/1/2021,2/28/2021,Wednesday,Spring,0
3/4/2021,2021,3,4,1,1/1/2021,3/1/2021,2/28/2021,Thursday,Spring,0
3/5/2021,2021,3,5,1,1/1/2021,3/1/2021,2/28/2021,Friday,Spring,0
3/6/2021,2021,3,6,1,1/1/2021,3/1/2021,2/28/2021,Saturday,Spring,1
3/7/2021,2021,3,7,1,1/1/2021,3/1/2021,3/7/2021,Sunday,Spring,1
3/8/2021,2021,3,8,1,1/1/2021,3/1/2021,3/7/2021,Monday,Spring,0
3/9/2021,2021,3,9,1,1/1/2021,3/1/2021,3/7/2021,Tuesday,Spring,0
3/10/2021,2021,3,10,1,1/1/2021,3/1/2021,3/7/2021,Wednesday,Spring,0
3/11/2021,2021,3,11,1,1/1/2021,3/1/2021,3/7/2021,Thursday,Spring,0
3/12/2021,2021,3,12,1,1/1/2021,3/1/2021,3/7/2021,Friday,Spring,0
3/13/2021,2021,3,13,1,1/1/2021,3/1/2021,3/7/2021,Saturday,Spring,1
3/14/2021,2021,3,14,1,1/1/2021,3/1/2021,3/14/2021,Sunday,Spring,1
3/15/2021,2021,3,15,1,1/1/2021,3/1/2021,3/14/2021,Monday,Spring,0
3/16/2021,2021,3,16,1,1/1/2021,3/1/2021,3/14/2021,Tuesday,Spring,0
3/17/2021,2021,3,17,1,1/1/2021,3/1/2021,3/14/2021,Wednesday,Spring,0
3/18/2021,2021,3,18,1,1/1/2021,3/1/2021,3/14/2021,Thursday,Spring,0
3/19/2021,2021,3,19,1,1/1/2021,3/1/2021,3/14/2021,Friday,Spring,0
3/20/2021,2021,3,20,1,1/1/2021,3/1/2021,3/14/2021,Saturday,Spring,1
3/21/2021,2021,3,21,1,1/1/2021,3/1/2021,3/21/2021,Sunday,Spring,1
3/22/2021,2021,3,22,1,1/1/2021,3/1/2021,3/21/2021,Monday,Spring,0
3/23/2021,2021,3,23,1,1/1/2021,3/1/2021,3/21/2021,Tuesday,Spring,0
3/24/2021,2021,3,24,1,1/1/2021,3/1/2021,3/21/2021,Wednesday,Spring,0
3/25/2021,2021,3,25,1,1/1/2021,3/1/2021,3/21/2021,Thursday,Spring,0
3/26/2021,2021,3,26,1,1/1/2021,3/1/2021,3/21/2021,Friday,Spring,0
3/27/2021,2021,3,27,1,1/1/2021,3/1/2021,3/21/2021,Saturday,Spring,1
3/28/2021,2021,3,28,1,1/1/2021,3/1/2021,3/28/2021,Sunday,Spring,1
3/29/2021,2021,3,29,1,1/1/2021,3/1/2021,3/28/2021,Monday,Spring,0
3/30/2021,2021,3,30,1,1/1/2021,3/1/2021,3/28/2021,Tuesday,Spring,0
3/31/2021,2021,3,31,1,1/1/2021,3/1/2021,3/28/2021,Wednesday,Spring,0
4/1/2021,2021,4,1,1,4/1/2021,4/1/2021,3/28/2021,Thursday,Spring,0
4/2/2021,2021,4,2,1,4/1/2021,4/1/2021,3/28/2021,Friday,Spring,0
4/3/2021,2021,4,3,1,4/1/2021,4/1/2021,3/28/2021,Saturday,Spring,1
4/4/2021,2021,4,4,2,4/1/2021,4/1/2021,4/4/2021,Sunday,Spring,1
4/5/2021,2021,4,5,2,4/1/2021,4/1/2021,4/4/2021,Monday,Spring,0
4/6/2021,2021,4,6,2,4/1/2021,4/1/2021,4/4/2021,Tuesday,Spring,0
4/7/2021,2021,4,7,2,4/1/2021,4/1/2021,4/4/2021,Wednesday,Spring,0
4/8/2021,2021,4,8,2,4/1/2021,4/1/2021,4/4/2021,Thursday,Spring,0
4/9/2021,2021,4,9,2,4/1/2021,4/1/2021,4/4/2021,Friday,Spring,0
4/10/2021,2021,4,10,2,4/1/2021,4/1/2021,4/4/2021,Saturday,Spring,1
4/11/2021,2021,4,11,2,4/1/2021,4/1/2021,4/11/2021,Sunday,Spring,1
4/12/2021,2021,4,12,2,4/1/2021,4/1/2021,4/11/2021,Monday,Spring,0
4/13/2021,2021,4,13,2,4/1/2021,4/1/2021,4/11/2021,Tuesday,Spring,0
4/14/2021,2021,4,14,2,4/1/2021,4/1/2021,4/11/2021,Wednesday,Spring,0
4/15/2021,2021,4,15,2,4/1/2021,4/1/2021,4/11/2021,Thursday,Spring,0
4/16/2021,2021,4,16,2,4/1/2021,4/1/2021,4/11/2021,Friday,Spring,0
4/17/2021,2021,4,17,2,4/1/2021,4/1/2021,4/11/2021,Saturday,Spring,1
4/18/2021,2021,4,18,2,4/1/2021,4/1/2021,4/18/2021,Sunday,Spring,1
4/19/2021,2021,4,19,2,4/1/2021,4/1/2021,4/18/2021,Monday,Spring,0
4/20/2021,2021,4,20,2,4/1/2021,4/1/2021,4/18/2021,Tuesday,Spring,0
4/21/2021,2021,4,21,2,4/1/2021,4/1/2021,4/18/2021,Wednesday,Spring,0
4/22/2021,2021,4,22,2,4/1/2021,4/1/2021,4/18/2021,Thursday,Spring,0
4/23/2021,2021,4,23,2,4/1/2021,4/1/2021,4/18/2021,Friday,Spring,0
4/24/2021,2021,4,24,2,4/1/2021,4/1/2021,4/18/2021,Saturday,Spring,1
4/25/2021,2021,4,25,2,4/1/2021,4/1/2021,4/25/2021,Sunday,Spring,1
4/26/2021,2021,4,26,2,4/1/2021,4/1/2021,4/25/2021,Monday,Spring,0
4/27/2021,2021,4,27,2,4/1/2021,4/1/2021,4/25/2021,Tuesday,Spring,0
4/28/2021,2021,4,28,2,4/1/2021,4/1/2021,4/25/2021,Wednesday,Spring,0
4/29/2021,2021,4,29,2,4/1/2021,4/1/2021,4/25/2021,Thursday,Spring,0
4/30/2021,2021,4,30,2,4/1/2021,4/1/2021,4/25/2021,Friday,Spring,0
5/1/2021,2021,5,1,2,4/1/2021,5/1/2021,4/25/2021,Saturday,Spring,1
5/2/2021,2021,5,2,2,4/1/2021,5/1/2021,5/2/2021,Sunday,Spring,1
5/3/2021,2021,5,3,2,4/1/2021,5/1/2021,5/2/2021,Monday,Spring,0
5/4/2021,2021,5,4,2,4/1/2021,5/1/2021,5/2/2021,Tuesday,Spring,0
5/5/2021,2021,5,5,2,4/1/2021,5/1/2021,5/2/2021,Wednesday,Spring,0
5/6/2021,2021,5,6,2,4/1/2021,5/1/2021,5/2/2021,Thursday,Spring,0
5/7/2021,2021,5,7,2,4/1/2021,5/1/2021,5/2/2021,Friday,Spring,0
5/8/2021,2021,5,8,2,4/1/2021,5/1/2021,5/2/2021,Saturday,Spring,1
5/9/2021,2021,5,9,2,4/1/2021,5/1/2021,5/9/2021,Sunday,Spring,1
5/10/2021,2021,5,10,2,4/1/2021,5/1/2021,5/9/2021,Monday,Spring,0
5/11/2021,2021,5,11,2,4/1/2021,5/1/2021,5/9/2021,Tuesday,Spring,0
5/12/2021,2021,5,12,2,4/1/2021,5/1/2021,5/9/2021,Wednesday,Spring,0
5/13/2021,2021,5,13,2,4/1/2021,5/1/2021,5/9/2021,Thursday,Spring,0
5/14/2021,2021,5,14,2,4/1/2021,5/1/2021,5/9/2021,Friday,Spring,0
5/15/2021,2021,5,15,2,4/1/2021,5/1/2021,5/9/2021,Saturday,Spring,1
5/16/2021,2021,5,16,2,4/1/2021,5/1/2021,5/16/2021,Sunday,Spring,1
5/17/2021,2021,5,17,2,4/1/2021,5/1/2021,5/16/2021,Monday,Spring,0
5/18/2021,2021,5,18,2,4/1/2021,5/1/2021,5/16/2021,Tuesday,Spring,0
5/19/2021,2021,5,19,2,4/1/2021,5/1/2021,5/16/2021,Wednesday,Spring,0
5/20/2021,2021,5,20,2,4/1/2021,5/1/2021,5/16/2021,Thursday,Spring,0
5/21/2021,2021,5,21,2,4/1/2021,5/1/2021,5/16/2021,Friday,Spring,0
5/22/2021,2021,5,22,2,4/1/2021,5/1/2021,5/16/2021,Saturday,Spring,1
5/23/2021,2021,5,23,2,4/1/2021,5/1/2021,5/23/2021,Sunday,Spring,1
5/24/2021,2021,5,24,2,4/1/2021,5/1/2021,5/23/2021,Monday,Spring,0
5/25/2021,2021,5,25,2,4/1/2021,5/1/2021,5/23/2021,Tuesday,Spring,0
5/26/2021,2021,5,26,2,4/1/2021,5/1/2021,5/23/2021,Wednesday,Spring,0
5/27/2021,2021,5,27,2,4/1/2021,5/1/2021,5/23/2021,Thursday,Spring,0
5/28/2021,2021,5,28,2,4/1/2021,5/1/2021,5/23/2021,Friday,Spring,0
5/29/2021,2021,5,29,2,4/1/2021,5/1/2021,5/23/2021,Saturday,Spring,1
5/30/2021,2021,5,30,2,4/1/2021,5/1/2021,5/30/2021,Sunday,Spring,1
5/31/2021,2021,5,31,2,4/1/2021,5/1/2021,5/30/2021,Monday,Spring,0
6/1/2021,2021,6,1,2,4/1/2021,6/1/2021,5/30/2021,Tuesday,Summer,0
6/2/2021,2021,6,2,2,4/1/2021,6/1/2021,5/30/2021,Wednesday,Summer,0
6/3/2021,2021,6,3,2,4/1/2021,6/1/2021,5/30/2021,Thursday,Summer,0
6/4/2021,2021,6,4,2,4/1/2021,6/1/2021,5/30/2021,Friday,Summer,0
6/5/2021,2021,6,5,2,4/1/2021,6/1/2021,5/30/2021,Saturday,Summer,1
6/6/2021,2021,6,6,2,4/1/2021,6/1/2021,6/6/2021,Sunday,Summer,1
6/7/2021,2021,6,7,2,4/1/2021,6/1/2021,6/6/2021,Monday,Summer,0
6/8/2021,2021,6,8,2,4/1/2021,6/1/2021,6/6/2021,Tuesday,Summer,0
6/9/2021,2021,6,9,2,4/1/2021,6/1/2021,6/6/2021,Wednesday,Summer,0
6/10/2021,2021,6,10,2,4/1/2021,6/1/2021,6/6/2021,Thursday,Summer,0
6/11/2021,2021,6,11,2,4/1/2021,6/1/2021,6/6/2021,Friday,Summer,0
6/12/2021,2021,6,12,2,4/1/2021,6/1/2021,6/6/2021,Saturday,Summer,1
6/13/2021,2021,6,13,2,4/1/2021,6/1/2021,6/13/2021,Sunday,Summer,1
6/14/2021,2021,6,14,2,4/1/2021,6/1/2021,6/13/2021,Monday,Summer,0
6/15/2021,2021,6,15,2,4/1/2021,6/1/2021,6/13/2021,Tuesday,Summer,0
6/16/2021,2021,6,16,2,4/1/2021,6/1/2021,6/13/2021,Wednesday,Summer,0
6/17/2021,2021,6,17,2,4/1/2021,6/1/2021,6/13/2021,Thursday,Summer,0
6/18/2021,2021,6,18,2,4/1/2021,6/1/2021,6/13/2021,Friday,Summer,0
6/19/2021,2021,6,19,2,4/1/2021,6/1/2021,6/13/2021,Saturday,Summer,1
6/20/2021,2021,6,20,2,4/1/2021,6/1/2021,6/20/2021,Sunday,Summer,1
6/21/2021,2021,6,21,2,4/1/2021,6/1/2021,6/20/2021,Monday,Summer,0
6/22/2021,2021,6,22,2,4/1/2021,6/1/2021,6/20/2021,Tuesday,Summer,0
6/23/2021,2021,6,23,2,4/1/2021,6/1/2021,6/20/2021,Wednesday,Summer,0
6/24/2021,2021,6,24,2,4/1/2021,6/1/2021,6/20/2021,Thursday,Summer,0
6/25/2021,2021,6,25,2,4/1/2021,6/1/2021,6/20/2021,Friday,Summer,0
6/26/2021,2021,6,26,2,4/1/2021,6/1/2021,6/20/2021,Saturday,Summer,1
6/27/2021,2021,6,27,2,4/1/2021,6/1/2021,6/27/2021,Sunday,Summer,1
6/28/2021,2021,6,28,2,4/1/2021,6/1/2021,6/27/2021,Monday,Summer,0
6/29/2021,2021,6,29,2,4/1/2021,6/1/2021,6/27/2021,Tuesday,Summer,0
6/30/2021,2021,6,30,2,4/1/2021,6/1/2021,6/27/2021,Wednesday,Summer,0
7/1/2021,2021,7,1,2,7/1/2021,7/1/2021,6/27/2021,Thursday,Summer,0
7/2/2021,2021,7,2,2,7/1/2021,7/1/2021,6/27/2021,Friday,Summer,0
7/3/2021,2021,7,3,2,7/1/2021,7/1/2021,6/27/2021,Saturday,Summer,1
7/4/2021,2021,7,4,3,7/1/2021,7/1/2021,7/4/2021,Sunday,Summer,1
7/5/2021,2021,7,5,3,7/1/2021,7/1/2021,7/4/2021,Monday,Summer,0
7/6/2021,2021,7,6,3,7/1/2021,7/1/2021,7/4/2021,Tuesday,Summer,0
7/7/2021,2021,7,7,3,7/1/2021,7/1/2021,7/4/2021,Wednesday,Summer,0
7/8/2021,2021,7,8,3,7/1/2021,7/1/2021,7/4/2021,Thursday,Summer,0
7/9/2021,2021,7,9,3,7/1/2021,7/1/2021,7/4/2021,Friday,Summer,0
7/10/2021,2021,7,10,3,7/1/2021,7/1/2021,7/4/2021,Saturday,Summer,1
7/11/2021,2021,7,11,3,7/1/2021,7/1/2021,7/11/2021,Sunday,Summer,1
7/12/2021,2021,7,12,3,7/1/2021,7/1/2021,7/11/2021,Monday,Summer,0
7/13/2021,2021,7,13,3,7/1/2021,7/1/2021,7/11/2021,Tuesday,Summer,0
7/14/2021,2021,7,14,3,7/1/2021,7/1/2021,7/11/2021,Wednesday,Summer,0
7/15/2021,2021,7,15,3,7/1/2021,7/1/2021,7/11/2021,Thursday,Summer,0
7/16/2021,2021,7,16,3,7/1/2021,7/1/2021,7/11/2021,Friday,Summer,0
7/17/2021,2021,7,17,3,7/1/2021,7/1/2021,7/11/2021,Saturday,Summer,1
7/18/2021,2021,7,18,3,7/1/2021,7/1/2021,7/18/2021,Sunday,Summer,1
7/19/2021,2021,7,19,3,7/1/2021,7/1/2021,7/18/2021,Monday,Summer,0
7/20/2021,2021,7,20,3,7/1/2021,7/1/2021,7/18/2021,Tuesday,Summer,0
7/21/2021,2021,7,21,3,7/1/2021,7/1/2021,7/18/2021,Wednesday,Summer,0
7/22/2021,2021,7,22,3,7/1/2021,7/1/2021,7/18/2021,Thursday,Summer,0
7/23/2021,2021,7,23,3,7/1/2021,7/1/2021,7/18/2021,Friday,Summer,0
7/24/2021,2021,7,24,3,7/1/2021,7/1/2021,7/18/2021,Saturday,Summer,1
7/25/2021,2021,7,25,3,7/1/2021,7/1/2021,7/25/2021,Sunday,Summer,1
7/26/2021,2021,7,26,3,7/1/2021,7/1/2021,7/25/2021,Monday,Summer,0
7/27/2021,2021,7,27,3,7/1/2021,7/1/2021,7/25/2021,Tuesday,Summer,0
7/28/2021,2021,7,28,3,7/1/2021,7/1/2021,7/25/2021,Wednesday,Summer,0
7/29/2021,2021,7,29,3,7/1/2021,7/1/2021,7/25/2021,Thursday,Summer,0
7/30/2021,2021,7,30,3,7/1/2021,7/1/2021,7/25/2021,Friday,Summer,0
7/31/2021,2021,7,31,3,7/1/2021,7/1/2021,7/25/2021,Saturday,Summer,1
8/1/2021,2021,8,1,3,7/1/2021,8/1/2021,8/1/2021,Sunday,Summer,1
8/2/2021,2021,8,2,3,7/1/2021,8/1/2021,8/1/2021,Monday,Summer,0
8/3/2021,2021,8,3,3,7/1/2021,8/1/2021,8/1/2021,Tuesday,Summer,0
8/4/2021,2021,8,4,3,7/1/2021,8/1/2021,8/1/2021,Wednesday,Summer,0
8/5/2021,2021,8,5,3,7/1/2021,8/1/2021,8/1/2021,Thursday,Summer,0
8/6/2021,2021,8,6,3,7/1/2021,8/1/2021,8/1/2021,Friday,Summer,0
8/7/2021,2021,8,7,3,7/1/2021,8/1/2021,8/1/2021,Saturday,Summer,1
8/8/2021,2021,8,8,3,7/1/2021,8/1/2021,8/8/2021,Sunday,Summer,1
8/9/2021,2021,8,9,3,7/1/2021,8/1/2021,8/8/2021,Monday,Summer,0
8/10/2021,2021,8,10,3,7/1/2021,8/1/2021,8/8/2021,Tuesday,Summer,0
8/11/2021,2021,8,11,3,7/1/2021,8/1/2021,8/8/2021,Wednesday,Summer,0
8/12/2021,2021,8,12,3,7/1/2021,8/1/2021,8/8/2021,Thursday,Summer,0
8/13/2021,2021,8,13,3,7/1/2021,8/1/2021,8/8/2021,Friday,Summer,0
8/14/2021,2021,8,14,3,7/1/2021,8/1/2021,8/8/2021,Saturday,Summer,1
8/15/2021,2021,8,15,3,7/1/2021,8/1/2021,8/15/2021,Sunday,Summer,1
8/16/2021,2021,8,16,3,7/1/2021,8/1/2021,8/15/2021,Monday,Summer,0
8/17/2021,2021,8,17,3,7/1/2021,8/1/2021,8/15/2021,Tuesday,Summer,0
8/18/2021,2021,8,18,3,7/1/2021,8/1/2021,8/15/2021,Wednesday,Summer,0
8/19/2021,2021,8,19,3,7/1/2021,8/1/2021,8/15/2021,Thursday,Summer,0
8/20/2021,2021,8,20,3,7/1/2021,8/1/2021,8/15/2021,Friday,Summer,0
8/21/2021,2021,8,21,3,7/1/2021,8/1/2021,8/15/2021,Saturday,Summer,1
8/22/2021,2021,8,22,3,7/1/2021,8/1/2021,8/22/2021,Sunday,Summer,1
8/23/2021,2021,8,23,3,7/1/2021,8/1/2021,8/22/2021,Monday,Summer,0
8/24/2021,2021,8,24,3,7/1/2021,8/1/2021,8/22/2021,Tuesday,Summer,0
8/25/2021,2021,8,25,3,7/1/2021,8/1/2021,8/22/2021,Wednesday,Summer,0
8/26/2021,2021,8,26,3,7/1/2021,8/1/2021,8/22/2021,Thursday,Summer,0
8/27/2021,2021,8,27,3,7/1/2021,8/1/2021,8/22/2021,Friday,Summer,0
8/28/2021,2021,8,28,3,7/1/2021,8/1/2021,8/22/2021,Saturday,Summer,1
8/29/2021,2021,8,29,3,7/1/2021,8/1/2021,8/29/2021,Sunday,Summer,1
8/30/2021,2021,8,30,3,7/1/2021,8/1/2021,8/29/2021,Monday,Summer,0
8/31/2021,2021,8,31,3,7/1/2021,8/1/2021,8/29/2021,Tuesday,Summer,0
9/1/2021,2021,9,1,3,7/1/2021,9/1/2021,8/29/2021,Wednesday,Fall,0
9/2/2021,2021,9,2,3,7/1/2021,9/1/2021,8/29/2021,Thursday,Fall,0
9/3/2021,2021,9,3,3,7/1/2021,9/1/2021,8/29/2021,Friday,Fall,0
9/4/2021,2021,9,4,3,7/1/2021,9/1/2021,8/29/2021,Saturday,Fall,1
9/5/2021,2021,9,5,3,7/1/2021,9/1/2021,9/5/2021,Sunday,Fall,1
9/6/2021,2021,9,6,3,7/1/2021,9/1/2021,9/5/2021,Monday,Fall,0
9/7/2021,2021,9,7,3,7/1/2021,9/1/2021,9/5/2021,Tuesday,Fall,0
9/8/2021,2021,9,8,3,7/1/2021,9/1/2021,9/5/2021,Wednesday,Fall,0
9/9/2021,2021,9,9,3,7/1/2021,9/1/2021,9/5/2021,Thursday,Fall,0
9/10/2021,2021,9,10,3,7/1/2021,9/1/2021,9/5/2021,Friday,Fall,0
9/11/2021,2021,9,11,3,7/1/2021,9/1/2021,9/5/2021,Saturday,Fall,1
9/12/2021,2021,9,12,3,7/1/2021,9/1/2021,9/12/2021,Sunday,Fall,1
9/13/2021,2021,9,13,3,7/1/2021,9/1/2021,9/12/2021,Monday,Fall,0
9/14/2021,2021,9,14,3,7/1/2021,9/1/2021,9/12/2021,Tuesday,Fall,0
9/15/2021,2021,9,15,3,7/1/2021,9/1/2021,9/12/2021,Wednesday,Fall,0
9/16/2021,2021,9,16,3,7/1/2021,9/1/2021,9/12/2021,Thursday,Fall,0
9/17/2021,2021,9,17,3,7/1/2021,9/1/2021,9/12/2021,Friday,Fall,0
9/18/2021,2021,9,18,3,7/1/2021,9/1/2021,9/12/2021,Saturday,Fall,1
9/19/2021,2021,9,19,3,7/1/2021,9/1/2021,9/19/2021,Sunday,Fall,1
9/20/2021,2021,9,20,3,7/1/2021,9/1/2021,9/19/2021,Monday,Fall,0
9/21/2021,2021,9,21,3,7/1/2021,9/1/2021,9/19/2021,Tuesday,Fall,0
9/22/2021,2021,9,22,3,7/1/2021,9/1/2021,9/19/2021,Wednesday,Fall,0
9/23/2021,2021,9,23,3,7/1/2021,9/1/2021,9/19/2021,Thursday,Fall,0
9/24/2021,2021,9,24,3,7/1/2021,9/1/2021,9/19/2021,Friday,Fall,0
9/25/2021,2021,9,25,3,7/1/2021,9/1/2021,9/19/2021,Saturday,Fall,1
9/26/2021,2021,9,26,3,7/1/2021,9/1/2021,9/26/2021,Sunday,Fall,1
9/27/2021,2021,9,27,3,7/1/2021,9/1/2021,9/26/2021,Monday,Fall,0
9/28/2021,2021,9,28,3,7/1/2021,9/1/2021,9/26/2021,Tuesday,Fall,0
9/29/2021,2021,9,29,3,7/1/2021,9/1/2021,9/26/2021,Wednesday,Fall,0
9/30/2021,2021,9,30,3,7/1/2021,9/1/2021,9/26/2021,Thursday,Fall,0
