Date,Mode,Ridership,Pct_PrePandemic
2/3/2021,Subways,1702598,0.31
2/3/2021,Buses,949695,0.44
2/3/2021,LIRR,69068,0.23
2/3/2021,MetroNorth,36347,0.13
2/3/2021,AccessARide,16869,0.57
2/3/2021,StatenIsland,656614,74
2/3/2021,Bridges_Tunnels,3057,19
2/4/2021,Subways,1785833,0.33
2/4/2021,Buses,1033791,0.48
2/4/2021,LIRR,71341,0.24
2/4/2021,MetroNorth,37590,0.14
2/4/2021,AccessARide,20328,0.69
2/4/2021,StatenIsland,742193,84
2/4/2021,Bridges_Tunnels,3381,21
2/5/2021,Subways,1741015,0.32
2/5/2021,Buses,1001775,0.47
2/5/2021,LIRR,68866,0.23
2/5/2021,MetroNorth,40322,0.15
2/5/2021,AccessARide,20136,0.68
2/5/2021,StatenIsland,766091,87
2/5/2021,Bridges_Tunnels,3115,19
2/6/2021,Subways,1148477,0.4
2/6/2021,Buses,715717,0.57
2/6/2021,LIRR,29248,0.31
2/6/2021,MetroNorth,25168,0.19
2/6/2021,AccessARide,12020,0.74
2/6/2021,StatenIsland,689415,83
2/6/2021,Bridges_Tunnels,1280,30
2/7/2021,Subways,652521,0.3
2/7/2021,Buses,367095,0.38
2/7/2021,LIRR,17110,0.22
2/7/2021,MetroNorth,14068,0.15
2/7/2021,AccessARide,7115,0.42
2/7/2021,StatenIsland,340122,45
2/7/2021,Bridges_Tunnels,736,26
2/8/2021,Subways,1639753,0.3
2/8/2021,Buses,964007,0.45
2/8/2021,LIRR,70984,0.23
2/8/2021,MetroNorth,36921,0.14
2/8/2021,AccessARide,17786,0.6
2/8/2021,StatenIsland,701146,79
2/8/2021,Bridges_Tunnels,3075,19
2/9/2021,Subways,1666467,0.31
2/9/2021,Buses,992290,0.46
2/9/2021,LIRR,69548,0.23
2/9/2021,MetroNorth,34582,0.13
2/9/2021,AccessARide,19386,0.66
2/9/2021,StatenIsland,682085,77
2/9/2021,Bridges_Tunnels,3123,19
2/10/2021,Subways,1750121,0.32
2/10/2021,Buses,1052021,0.49
2/10/2021,LIRR,71257,0.24
2/10/2021,MetroNorth,36580,0.14
2/10/2021,AccessARide,22169,0.75
2/10/2021,StatenIsland,769088,87
2/10/2021,Bridges_Tunnels,3284,20
2/11/2021,Subways,1714656,0.32
2/11/2021,Buses,1005348,0.47
2/11/2021,LIRR,70196,0.23
2/11/2021,MetroNorth,37230,0.14
2/11/2021,AccessARide,20144,0.68
2/11/2021,StatenIsland,755367,86
2/11/2021,Bridges_Tunnels,3148,19
2/12/2021,Subways,1706430,0.31
2/12/2021,Buses,965421,0.45
2/12/2021,LIRR,72130,0.24
2/12/2021,MetroNorth,42228,0.16
2/12/2021,AccessARide,20165,0.69
2/12/2021,StatenIsland,803912,91
2/12/2021,Bridges_Tunnels,2823,17
2/13/2021,Subways,1092063,0.38
2/13/2021,Buses,656637,0.52
2/13/2021,LIRR,29284,0.31
2/13/2021,MetroNorth,25456,0.19
2/13/2021,AccessARide,11669,0.72
2/13/2021,StatenIsland,666722,80
2/13/2021,Bridges_Tunnels,1198,28
2/14/2021,Subways,858014,0.39
2/14/2021,Buses,479319,0.49
2/14/2021,LIRR,23392,0.3
2/14/2021,MetroNorth,20489,0.22
2/14/2021,AccessARide,7835,0.46
2/14/2021,StatenIsland,551288,73
2/14/2021,Bridges_Tunnels,863,31
2/15/2021,Subways,1218593,0.56
2/15/2021,Buses,726412,0.74
2/15/2021,LIRR,65652,0.84
2/15/2021,MetroNorth,21792,0.24
2/15/2021,AccessARide,11437,0.68
2/15/2021,StatenIsland,641883,85
2/15/2021,Bridges_Tunnels,1764,63
2/16/2021,Subways,1627528,0.3
2/16/2021,Buses,963223,0.45
2/16/2021,LIRR,72718,0.24
2/16/2021,MetroNorth,36234,0.13
2/16/2021,AccessARide,19126,0.65
2/16/2021,StatenIsland,726224,82
2/16/2021,Bridges_Tunnels,3211,20
2/17/2021,Subways,1733160,0.32
2/17/2021,Buses,1061711,0.49
2/17/2021,LIRR,74219,0.25
2/17/2021,MetroNorth,39205,0.15
2/17/2021,AccessARide,22336,0.76
2/17/2021,StatenIsland,821333,93
2/17/2021,Bridges_Tunnels,3349,21
2/18/2021,Subways,1381886,0.25
2/18/2021,Buses,725951,0.34
2/18/2021,LIRR,57987,0.19
2/18/2021,MetroNorth,31747,0.12
2/18/2021,AccessARide,15843,0.54
2/18/2021,StatenIsland,456327,52
2/18/2021,Bridges_Tunnels,2521,16
2/19/2021,Subways,1566021,0.29
2/19/2021,Buses,809308,0.38
2/19/2021,LIRR,64121,0.21
2/19/2021,MetroNorth,38307,0.14
2/19/2021,AccessARide,14172,0.48
2/19/2021,StatenIsland,608152,69
2/19/2021,Bridges_Tunnels,2707,17
2/20/2021,Subways,1110589,0.39
2/20/2021,Buses,679240,0.54
2/20/2021,LIRR,30920,0.33
2/20/2021,MetroNorth,25729,0.2
2/20/2021,AccessARide,10578,0.65
2/20/2021,StatenIsland,657045,79
2/20/2021,Bridges_Tunnels,1381,32
2/21/2021,Subways,836095,0.38
2/21/2021,Buses,516715,0.53
2/21/2021,LIRR,25208,0.32
2/21/2021,MetroNorth,19844,0.22
2/21/2021,AccessARide,9195,0.55
2/21/2021,StatenIsland,605395,80
2/21/2021,Bridges_Tunnels,956,34
2/22/2021,Subways,1582054,0.29
2/22/2021,Buses,927414,0.43
2/22/2021,LIRR,69741,0.23
2/22/2021,MetroNorth,35468,0.13
2/22/2021,AccessARide,19015,0.65
2/22/2021,StatenIsland,691608,78
2/22/2021,Bridges_Tunnels,3079,19
2/23/2021,Subways,1730198,0.32
2/23/2021,Buses,1040398,0.48
2/23/2021,LIRR,73492,0.24
2/23/2021,MetroNorth,37505,0.14
2/23/2021,AccessARide,20852,0.71
2/23/2021,StatenIsland,759850,86
2/23/2021,Bridges_Tunnels,3406,21
2/24/2021,Subways,1806306,0.33
2/24/2021,Buses,1099351,0.51
2/24/2021,LIRR,74777,0.25
2/24/2021,MetroNorth,39124,0.15
2/24/2021,AccessARide,23223,0.79
2/24/2021,StatenIsland,797488,90
2/24/2021,Bridges_Tunnels,3546,22
2/25/2021,Subways,1798165,0.33
2/25/2021,Buses,1069420,0.5
2/25/2021,LIRR,75030,0.25
2/25/2021,MetroNorth,39397,0.15
2/25/2021,AccessARide,22138,0.75
2/25/2021,StatenIsland,814611,92
2/25/2021,Bridges_Tunnels,3543,22
2/26/2021,Subways,1822812,0.34
2/26/2021,Buses,1065376,0.5
2/26/2021,LIRR,76696,0.25
2/26/2021,MetroNorth,44410,0.16
2/26/2021,AccessARide,21911,0.74
2/26/2021,StatenIsland,851052,96
2/26/2021,Bridges_Tunnels,3359,21
2/27/2021,Subways,1072932,0.37
2/27/2021,Buses,635820,0.5
2/27/2021,LIRR,28849,0.31
2/27/2021,MetroNorth,24256,0.19
2/27/2021,AccessARide,11319,0.7
2/27/2021,StatenIsland,681969,82
2/27/2021,Bridges_Tunnels,1324,31
2/28/2021,Subways,810071,0.37
2/28/2021,Buses,491545,0.5
2/28/2021,LIRR,23778,0.3
2/28/2021,MetroNorth,20086,0.22
2/28/2021,AccessARide,8910,0.53
2/28/2021,StatenIsland,619960,82
2/28/2021,Bridges_Tunnels,972,35
3/1/2021,Subways,1696274,0.3
3/1/2021,Buses,1020837,0.46
3/1/2021,LIRR,74430,0.24
3/1/2021,MetroNorth,36339,0.13
3/1/2021,AccessARide,20359,0.68
3/1/2021,StatenIsland,747909,81
3/1/2021,Bridges_Tunnels,3333,21
3/2/2021,Subways,1749511,0.31
3/2/2021,Buses,1024511,0.46
3/2/2021,LIRR,75335,0.24
3/2/2021,MetroNorth,36611,0.13
3/2/2021,AccessARide,20640,0.69
3/2/2021,StatenIsland,763489,83
3/2/2021,Bridges_Tunnels,3472,22
3/3/2021,Subways,1846431,0.33
3/3/2021,Buses,1119137,0.5
3/3/2021,LIRR,78770,0.25
3/3/2021,MetroNorth,39651,0.14
3/3/2021,AccessARide,22823,0.77
3/3/2021,StatenIsland,798577,87
3/3/2021,Bridges_Tunnels,3569,22
3/4/2021,Subways,1808744,0.32
3/4/2021,Buses,1078036,0.48
3/4/2021,LIRR,78642,0.25
3/4/2021,MetroNorth,39730,0.14
3/4/2021,AccessARide,21727,0.73
3/4/2021,StatenIsland,807284,88
3/4/2021,Bridges_Tunnels,3456,22
3/5/2021,Subways,1825915,0.33
3/5/2021,Buses,1041408,0.46
3/5/2021,LIRR,79104,0.25
3/5/2021,MetroNorth,45027,0.16
3/5/2021,AccessARide,21842,0.73
3/5/2021,StatenIsland,846071,92
3/5/2021,Bridges_Tunnels,3270,20
3/6/2021,Subways,1167884,0.38
3/6/2021,Buses,696719,0.52
3/6/2021,LIRR,37158,0.34
3/6/2021,MetroNorth,27276,0.2
3/6/2021,AccessARide,11951,0.71
3/6/2021,StatenIsland,728236,84
3/6/2021,Bridges_Tunnels,3,0
3/7/2021,Subways,894119,0.39
3/7/2021,Buses,525930,0.53
3/7/2021,LIRR,29306,0.34
3/7/2021,MetroNorth,21547,0.23
3/7/2021,AccessARide,9843,0.56
3/7/2021,StatenIsland,662461,82
3/7/2021,Bridges_Tunnels,58,2
3/8/2021,Subways,1719586,0.31
3/8/2021,Buses,1039763,0.46
3/8/2021,LIRR,79355,0.25
3/8/2021,MetroNorth,39763,0.14
3/8/2021,AccessARide,20685,0.7
3/8/2021,StatenIsland,767707,83
3/8/2021,Bridges_Tunnels,3344,21
3/9/2021,Subways,1834068,0.33
3/9/2021,Buses,1101988,0.49
3/9/2021,LIRR,79269,0.25
3/9/2021,MetroNorth,40944,0.15
3/9/2021,AccessARide,22200,0.75
3/9/2021,StatenIsland,791512,86
3/9/2021,Bridges_Tunnels,3602,23
3/10/2021,Subways,1849077,0.33
3/10/2021,Buses,1104610,0.49
3/10/2021,LIRR,78069,0.25
3/10/2021,MetroNorth,41488,0.15
3/10/2021,AccessARide,22774,0.77
3/10/2021,StatenIsland,804700,87
3/10/2021,Bridges_Tunnels,3625,23
3/11/2021,Subways,1881902,0.34
3/11/2021,Buses,1107502,0.49
3/11/2021,LIRR,80398,0.26
3/11/2021,MetroNorth,42543,0.15
3/11/2021,AccessARide,22617,0.76
3/11/2021,StatenIsland,836773,91
3/11/2021,Bridges_Tunnels,3682,23
3/12/2021,Subways,1914465,0.34
3/12/2021,Buses,1092388,0.49
3/12/2021,LIRR,82399,0.26
3/12/2021,MetroNorth,48553,0.18
3/12/2021,AccessARide,21724,0.73
3/12/2021,StatenIsland,873014,95
3/12/2021,Bridges_Tunnels,3507,22
3/13/2021,Subways,1257372,0.41
3/13/2021,Buses,730218,0.55
3/13/2021,LIRR,38465,0.36
3/13/2021,MetroNorth,31500,0.23
3/13/2021,AccessARide,11932,0.7
3/13/2021,StatenIsland,776744,89
3/13/2021,Bridges_Tunnels,0,0
3/14/2021,Subways,923968,0.4
3/14/2021,Buses,531754,0.53
3/14/2021,LIRR,30405,0.35
3/14/2021,MetroNorth,22347,0.24
3/14/2021,AccessARide,9732,0.55
3/14/2021,StatenIsland,673170,83
3/14/2021,Bridges_Tunnels,0,0
3/15/2021,Subways,1730024,0.31
3/15/2021,Buses,1023990,0.46
3/15/2021,LIRR,79331,0.25
3/15/2021,MetroNorth,39529,0.14
3/15/2021,AccessARide,19986,0.67
3/15/2021,StatenIsland,774146,84
3/15/2021,Bridges_Tunnels,3264,20
3/16/2021,Subways,1798288,0.32
3/16/2021,Buses,1062179,0.47
3/16/2021,LIRR,77672,0.25
3/16/2021,MetroNorth,40038,0.15
3/16/2021,AccessARide,20903,0.7
3/16/2021,StatenIsland,786996,85
3/16/2021,Bridges_Tunnels,3394,21
3/17/2021,Subways,1866414,0.34
3/17/2021,Buses,1103979,0.49
3/17/2021,LIRR,81431,0.26
3/17/2021,MetroNorth,41682,0.15
3/17/2021,AccessARide,22323,0.75
3/17/2021,StatenIsland,808876,88
3/17/2021,Bridges_Tunnels,3465,22
3/18/2021,Subways,1771092,0.32
3/18/2021,Buses,1019472,0.45
3/18/2021,LIRR,76532,0.24
3/18/2021,MetroNorth,39884,0.14
3/18/2021,AccessARide,20264,0.68
3/18/2021,StatenIsland,799478,87
3/18/2021,Bridges_Tunnels,3283,21
3/19/2021,Subways,1906749,0.34
3/19/2021,Buses,1083647,0.48
3/19/2021,LIRR,80041,0.26
3/19/2021,MetroNorth,46605,0.17
3/19/2021,AccessARide,20357,0.68
3/19/2021,StatenIsland,863187,94
3/19/2021,Bridges_Tunnels,3331,21
3/20/2021,Subways,1307403,0.43
3/20/2021,Buses,768908,0.58
3/20/2021,LIRR,41743,0.39
3/20/2021,MetroNorth,33068,0.24
3/20/2021,AccessARide,12558,0.74
3/20/2021,StatenIsland,787777,90
3/20/2021,Bridges_Tunnels,0,0
3/21/2021,Subways,1013386,0.44
3/21/2021,Buses,579358,0.58
3/21/2021,LIRR,34693,0.4
3/21/2021,MetroNorth,26380,0.28
3/21/2021,AccessARide,10358,0.59
3/21/2021,StatenIsland,735673,91
3/21/2021,Bridges_Tunnels,0,0
3/22/2021,Subways,1801438,0.32
3/22/2021,Buses,1095241,0.49
3/22/2021,LIRR,84171,0.27
3/22/2021,MetroNorth,43281,0.16
3/22/2021,AccessARide,20427,0.69
3/22/2021,StatenIsland,788542,86
3/22/2021,Bridges_Tunnels,3646,23
3/23/2021,Subways,1879574,0.34
3/23/2021,Buses,1133504,0.51
3/23/2021,LIRR,83106,0.27
3/23/2021,MetroNorth,41654,0.15
3/23/2021,AccessARide,21590,0.73
3/23/2021,StatenIsland,810243,88
3/23/2021,Bridges_Tunnels,3727,23
3/24/2021,Subways,1828084,0.33
3/24/2021,Buses,1075968,0.48
3/24/2021,LIRR,79590,0.25
3/24/2021,MetroNorth,40301,0.15
3/24/2021,AccessARide,21651,0.73
3/24/2021,StatenIsland,794315,86
3/24/2021,Bridges_Tunnels,3578,22
3/25/2021,Subways,1925768,0.35
3/25/2021,Buses,1127964,0.5
3/25/2021,LIRR,83556,0.27
3/25/2021,MetroNorth,44105,0.16
3/25/2021,AccessARide,21763,0.73
3/25/2021,StatenIsland,847633,92
3/25/2021,Bridges_Tunnels,3747,23
3/26/2021,Subways,1938246,0.35
3/26/2021,Buses,1091753,0.49
3/26/2021,LIRR,84436,0.27
3/26/2021,MetroNorth,49529,0.18
3/26/2021,AccessARide,20805,0.7
3/26/2021,StatenIsland,865970,94
3/26/2021,Bridges_Tunnels,3536,22
3/27/2021,Subways,1374266,0.45
3/27/2021,Buses,781981,0.59
3/27/2021,LIRR,47484,0.44
3/27/2021,MetroNorth,38301,0.28
3/27/2021,AccessARide,12900,0.76
3/27/2021,StatenIsland,841595,97
3/27/2021,Bridges_Tunnels,0,0
3/28/2021,Subways,807247,0.35
3/28/2021,Buses,459949,0.46
3/28/2021,LIRR,28347,0.33
3/28/2021,MetroNorth,21000,0.22
3/28/2021,AccessARide,9104,0.52
3/28/2021,StatenIsland,601860,75
3/28/2021,Bridges_Tunnels,0,0
3/29/2021,Subways,1742162,0.31
3/29/2021,Buses,1002597,0.45
3/29/2021,LIRR,86467,0.28
3/29/2021,MetroNorth,44240,0.16
3/29/2021,AccessARide,18543,0.62
3/29/2021,StatenIsland,763647,83
3/29/2021,Bridges_Tunnels,3378,21
3/30/2021,Subways,1881537,0.34
3/30/2021,Buses,1079381,0.48
3/30/2021,LIRR,91258,0.29
3/30/2021,MetroNorth,46574,0.17
3/30/2021,AccessARide,21019,0.71
3/30/2021,StatenIsland,842154,91
3/30/2021,Bridges_Tunnels,3806,24
3/31/2021,Subways,1808546,0.32
3/31/2021,Buses,995873,0.44
3/31/2021,LIRR,84850,0.27
3/31/2021,MetroNorth,43954,0.16
3/31/2021,AccessARide,20374,0.69
3/31/2021,StatenIsland,833052,90
3/31/2021,Bridges_Tunnels,3526,22
4/1/2021,Subways,1841815,0.33
4/1/2021,Buses,1030209,0.47
4/1/2021,LIRR,77285,0.25
4/1/2021,MetroNorth,38466,0.13
4/1/2021,AccessARide,20490,0.71
4/1/2021,StatenIsland,856466,91
4/1/2021,Bridges_Tunnels,3434,21
4/2/2021,Subways,1757698,0.32
4/2/2021,Buses,958085,0.44
4/2/2021,LIRR,79770,0.26
4/2/2021,MetroNorth,49308,0.17
4/2/2021,AccessARide,18839,0.65
4/2/2021,StatenIsland,845252,90
4/2/2021,Bridges_Tunnels,3070,19
4/3/2021,Subways,1318461,0.42
4/3/2021,Buses,750682,0.56
4/3/2021,LIRR,47662,0.42
4/3/2021,MetroNorth,37706,0.25
4/3/2021,AccessARide,12735,0.76
4/3/2021,StatenIsland,779701,85
4/3/2021,Bridges_Tunnels,1503,29
4/4/2021,Subways,950194,0.39
4/4/2021,Buses,519812,0.52
4/4/2021,LIRR,40868,0.45
4/4/2021,MetroNorth,30673,0.3
4/4/2021,AccessARide,11632,0.62
4/4/2021,StatenIsland,749910,87
4/4/2021,Bridges_Tunnels,1066,33
4/5/2021,Subways,1818703,0.33
4/5/2021,Buses,1088750,0.5
4/5/2021,LIRR,87048,0.28
4/5/2021,MetroNorth,46156,0.16
4/5/2021,AccessARide,19970,0.69
4/5/2021,StatenIsland,832239,88
4/5/2021,Bridges_Tunnels,3431,21
4/6/2021,Subways,1942198,0.35
4/6/2021,Buses,1155101,0.53
4/6/2021,LIRR,85757,0.28
4/6/2021,MetroNorth,45178,0.16
4/6/2021,AccessARide,21695,0.75
4/6/2021,StatenIsland,840351,89
4/6/2021,Bridges_Tunnels,3873,24
4/7/2021,Subways,1985370,0.36
4/7/2021,Buses,1172362,0.54
4/7/2021,LIRR,85479,0.28
4/7/2021,MetroNorth,45747,0.16
4/7/2021,AccessARide,23469,0.81
4/7/2021,StatenIsland,858593,91
4/7/2021,Bridges_Tunnels,3809,23
4/8/2021,Subways,2013413,0.36
4/8/2021,Buses,1177833,0.54
4/8/2021,LIRR,86715,0.28
4/8/2021,MetroNorth,47059,0.16
4/8/2021,AccessARide,22579,0.78
4/8/2021,StatenIsland,877834,93
4/8/2021,Bridges_Tunnels,3893,24
4/9/2021,Subways,2026724,0.36
4/9/2021,Buses,1144311,0.52
4/9/2021,LIRR,87051,0.28
4/9/2021,MetroNorth,52445,0.18
4/9/2021,AccessARide,21978,0.76
4/9/2021,StatenIsland,895229,95
4/9/2021,Bridges_Tunnels,3686,23
4/10/2021,Subways,1391245,0.44
4/10/2021,Buses,790023,0.59
4/10/2021,LIRR,45962,0.4
4/10/2021,MetroNorth,36629,0.25
4/10/2021,AccessARide,12713,0.76
4/10/2021,StatenIsland,822112,90
4/10/2021,Bridges_Tunnels,1500,29
4/11/2021,Subways,899646,0.37
4/11/2021,Buses,504407,0.51
4/11/2021,LIRR,32034,0.35
4/11/2021,MetroNorth,22933,0.22
4/11/2021,AccessARide,9742,0.52
4/11/2021,StatenIsland,666435,77
4/11/2021,Bridges_Tunnels,1020,31
4/12/2021,Subways,1845836,0.33
4/12/2021,Buses,1087799,0.5
4/12/2021,LIRR,83124,0.27
4/12/2021,MetroNorth,43563,0.15
4/12/2021,AccessARide,21192,0.73
4/12/2021,StatenIsland,793402,84
4/12/2021,Bridges_Tunnels,3418,21
4/13/2021,Subways,2012153,0.36
4/13/2021,Buses,1196355,0.55
4/13/2021,LIRR,87182,0.28
4/13/2021,MetroNorth,46150,0.16
4/13/2021,AccessARide,22728,0.79
4/13/2021,StatenIsland,832482,88
4/13/2021,Bridges_Tunnels,3877,24
4/14/2021,Subways,2018126,0.36
4/14/2021,Buses,1199954,0.55
4/14/2021,LIRR,86698,0.28
4/14/2021,MetroNorth,47970,0.17
4/14/2021,AccessARide,23462,0.81
4/14/2021,StatenIsland,852606,91
4/14/2021,Bridges_Tunnels,3810,23
4/15/2021,Subways,1906733,0.34
4/15/2021,Buses,1083083,0.5
4/15/2021,LIRR,81762,0.26
4/15/2021,MetroNorth,44175,0.15
4/15/2021,AccessARide,21198,0.73
4/15/2021,StatenIsland,822207,87
4/15/2021,Bridges_Tunnels,3593,22
4/16/2021,Subways,2078856,0.37
4/16/2021,Buses,1157507,0.53
4/16/2021,LIRR,87190,0.28
4/16/2021,MetroNorth,54355,0.19
4/16/2021,AccessARide,21632,0.75
4/16/2021,StatenIsland,889711,95
4/16/2021,Bridges_Tunnels,3591,22
4/17/2021,Subways,1425036,0.45
4/17/2021,Buses,803352,0.6
4/17/2021,LIRR,49901,0.44
4/17/2021,MetroNorth,39789,0.27
4/17/2021,AccessARide,13313,0.8
4/17/2021,StatenIsland,813162,89
4/17/2021,Bridges_Tunnels,0,0
4/18/2021,Subways,1082503,0.45
4/18/2021,Buses,607333,0.61
4/18/2021,LIRR,38263,0.42
4/18/2021,MetroNorth,30983,0.3
4/18/2021,AccessARide,10865,0.58
4/18/2021,StatenIsland,753446,87
4/18/2021,Bridges_Tunnels,0,0
4/19/2021,Subways,1911326,0.34
4/19/2021,Buses,1147977,0.53
4/19/2021,LIRR,87167,0.28
4/19/2021,MetroNorth,45925,0.16
4/19/2021,AccessARide,21274,0.74
4/19/2021,StatenIsland,816540,87
4/19/2021,Bridges_Tunnels,3634,22
4/20/2021,Subways,2082495,0.37
4/20/2021,Buses,1223642,0.56
4/20/2021,LIRR,90034,0.29
4/20/2021,MetroNorth,49100,0.17
4/20/2021,AccessARide,23528,0.81
4/20/2021,StatenIsland,860511,91
4/20/2021,Bridges_Tunnels,4135,25
4/21/2021,Subways,1965922,0.35
4/21/2021,Buses,1139762,0.52
4/21/2021,LIRR,83533,0.27
4/21/2021,MetroNorth,45253,0.16
4/21/2021,AccessARide,22379,0.77
4/21/2021,StatenIsland,828447,88
4/21/2021,Bridges_Tunnels,3788,23
4/22/2021,Subways,2040232,0.37
4/22/2021,Buses,1166357,0.53
4/22/2021,LIRR,86606,0.28
4/22/2021,MetroNorth,46790,0.16
4/22/2021,AccessARide,21832,0.75
4/22/2021,StatenIsland,871573,93
4/22/2021,Bridges_Tunnels,3837,24
4/23/2021,Subways,2121350,0.38
4/23/2021,Buses,1184193,0.54
4/23/2021,LIRR,92834,0.3
4/23/2021,MetroNorth,56155,0.2
4/23/2021,AccessARide,22035,0.76
4/23/2021,StatenIsland,920588,98
4/23/2021,Bridges_Tunnels,3737,23
4/24/2021,Subways,1520057,0.48
4/24/2021,Buses,809163,0.61
4/24/2021,LIRR,51570,0.45
4/24/2021,MetroNorth,43227,0.29
4/24/2021,AccessARide,13351,0.8
4/24/2021,StatenIsland,854964,94
4/24/2021,Bridges_Tunnels,0,0
4/25/2021,Subways,985027,0.41
4/25/2021,Buses,540989,0.55
4/25/2021,LIRR,34054,0.37
4/25/2021,MetroNorth,23855,0.23
4/25/2021,AccessARide,9777,0.52
4/25/2021,StatenIsland,695863,80
4/25/2021,Bridges_Tunnels,0,0
4/26/2021,Subways,1955370,0.35
4/26/2021,Buses,1156913,0.53
4/26/2021,LIRR,89303,0.29
4/26/2021,MetroNorth,46752,0.16
4/26/2021,AccessARide,21083,0.73
4/26/2021,StatenIsland,826605,88
4/26/2021,Bridges_Tunnels,3761,23
4/27/2021,Subways,2041698,0.37
4/27/2021,Buses,1198299,0.55
4/27/2021,LIRR,89028,0.29
4/27/2021,MetroNorth,47310,0.16
4/27/2021,AccessARide,22603,0.78
4/27/2021,StatenIsland,839788,89
4/27/2021,Bridges_Tunnels,4020,25
4/28/2021,Subways,2135793,0.38
4/28/2021,Buses,1227777,0.56
4/28/2021,LIRR,92150,0.3
4/28/2021,MetroNorth,50011,0.17
4/28/2021,AccessARide,24412,0.84
4/28/2021,StatenIsland,888723,94
4/28/2021,Bridges_Tunnels,4027,25
4/29/2021,Subways,2028524,0.36
4/29/2021,Buses,1166096,0.53
4/29/2021,LIRR,88705,0.29
4/29/2021,MetroNorth,47785,0.17
4/29/2021,AccessARide,22201,0.77
4/29/2021,StatenIsland,873037,93
4/29/2021,Bridges_Tunnels,3881,24
4/30/2021,Subways,2159476,0.39
4/30/2021,Buses,1185321,0.54
4/30/2021,LIRR,93530,0.3
4/30/2021,MetroNorth,57364,0.2
4/30/2021,AccessARide,22322,0.77
4/30/2021,StatenIsland,922720,98
4/30/2021,Bridges_Tunnels,3699,23
5/1/2021,Subways,1515211,0.47
5/1/2021,Buses,818655,0.59
5/1/2021,LIRR,51067,0.43
5/1/2021,MetroNorth,41395,0.27
5/1/2021,AccessARide,13263,0.77
5/1/2021,StatenIsland,849633,89
5/1/2021,Bridges_Tunnels,0,0
5/2/2021,Subways,1153471,0.48
5/2/2021,Buses,620063,0.64
5/2/2021,LIRR,41827,0.43
5/2/2021,MetroNorth,32683,0.31
5/2/2021,AccessARide,11541,0.68
5/2/2021,StatenIsland,809865,95
5/2/2021,Bridges_Tunnels,0,0
5/3/2021,Subways,1971010,0.34
5/3/2021,Buses,1165505,0.51
5/3/2021,LIRR,91084,0.29
5/3/2021,MetroNorth,45800,0.16
5/3/2021,AccessARide,21492,0.73
5/3/2021,StatenIsland,828506,86
5/3/2021,Bridges_Tunnels,3744,22
5/4/2021,Subways,2120071,0.37
5/4/2021,Buses,1227250,0.54
5/4/2021,LIRR,93107,0.29
5/4/2021,MetroNorth,49415,0.17
5/4/2021,AccessARide,22962,0.78
5/4/2021,StatenIsland,851039,88
5/4/2021,Bridges_Tunnels,4181,24
5/5/2021,Subways,2074543,0.36
5/5/2021,Buses,1158445,0.51
5/5/2021,LIRR,91994,0.29
5/5/2021,MetroNorth,48351,0.17
5/5/2021,AccessARide,23236,0.79
5/5/2021,StatenIsland,841968,87
5/5/2021,Bridges_Tunnels,3851,22
5/6/2021,Subways,2199943,0.38
5/6/2021,Buses,1258536,0.55
5/6/2021,LIRR,94244,0.3
5/6/2021,MetroNorth,52748,0.18
5/6/2021,AccessARide,23792,0.81
5/6/2021,StatenIsland,905604,94
5/6/2021,Bridges_Tunnels,4168,24
5/7/2021,Subways,2238033,0.39
5/7/2021,Buses,1222741,0.54
5/7/2021,LIRR,101637,0.32
5/7/2021,MetroNorth,61477,0.21
5/7/2021,AccessARide,22730,0.77
5/7/2021,StatenIsland,936747,97
5/7/2021,Bridges_Tunnels,3827,22
5/8/2021,Subways,1444674,0.45
5/8/2021,Buses,779188,0.56
5/8/2021,LIRR,56309,0.48
5/8/2021,MetroNorth,42664,0.28
5/8/2021,AccessARide,13339,0.77
5/8/2021,StatenIsland,854156,89
5/8/2021,Bridges_Tunnels,0,0
5/9/2021,Subways,1107878,0.46
5/9/2021,Buses,576000,0.6
5/9/2021,LIRR,54074,0.55
5/9/2021,MetroNorth,37795,0.36
5/9/2021,AccessARide,13897,0.82
5/9/2021,StatenIsland,854809,100
5/9/2021,Bridges_Tunnels,856,24
5/10/2021,Subways,1990039,0.35
5/10/2021,Buses,1149109,0.51
5/10/2021,LIRR,96813,0.3
5/10/2021,MetroNorth,50090,0.17
5/10/2021,AccessARide,20751,0.71
5/10/2021,StatenIsland,844563,88
5/10/2021,Bridges_Tunnels,3850,22
5/11/2021,Subways,2148322,0.38
5/11/2021,Buses,1231886,0.54
5/11/2021,LIRR,97358,0.3
5/11/2021,MetroNorth,51588,0.18
5/11/2021,AccessARide,22751,0.77
5/11/2021,StatenIsland,873176,91
5/11/2021,Bridges_Tunnels,4227,24
5/12/2021,Subways,2182277,0.38
5/12/2021,Buses,1238990,0.54
5/12/2021,LIRR,98930,0.31
5/12/2021,MetroNorth,53548,0.19
5/12/2021,AccessARide,23946,0.81
5/12/2021,StatenIsland,887381,92
5/12/2021,Bridges_Tunnels,4193,24
5/13/2021,Subways,2163052,0.38
5/13/2021,Buses,1182347,0.52
5/13/2021,LIRR,103047,0.32
5/13/2021,MetroNorth,55558,0.19
5/13/2021,AccessARide,23439,0.8
5/13/2021,StatenIsland,918259,95
5/13/2021,Bridges_Tunnels,4112,24
5/14/2021,Subways,2266974,0.4
5/14/2021,Buses,1220112,0.54
